Name;Category;Action;Block Keywords;Block File Types;Bandwidth Optimizer
Merchandising;Entertainment;Permit;false;;Do not block based on bandwidth
Merchandising;Entertainment Video;Permit;false;;Do not block based on bandwidth
Merchandising;Extended Protection;Block;false;;Do not block based on bandwidth
Merchandising;Facebook Apps;Permit;false;;Do not block based on bandwidth
Merchandising;Facebook Chat;Permit;false;;Do not block based on bandwidth
Merchandising;Facebook Commenting;Permit;false;;Do not block based on bandwidth
Merchandising;Facebook Events;Permit;false;;Do not block based on bandwidth
Merchandising;Facebook Friends;Permit;false;;Do not block based on bandwidth
Merchandising;Facebook Games;Permit;false;;Do not block based on bandwidth
Merchandising;Facebook Groups;Permit;false;;Do not block based on bandwidth
Merchandising;Facebook Mail;Permit;false;;Do not block based on bandwidth
Merchandising;Facebook Photo Upload;Permit;false;;Do not block based on bandwidth
Merchandising;Facebook Posting;Permit;false;;Do not block based on bandwidth
Merchandising;Facebook Questions;Permit;false;;Do not block based on bandwidth
Merchandising;Facebook Video Upload;Permit;false;;Do not block based on bandwidth
Merchandising;File Download Servers;Permit;false;;Do not block based on bandwidth
Merchandising;Files Containing Passwords;Permit;false;;Do not block based on bandwidth
Merchandising;Financial Data and Services;Permit;false;;Do not block based on bandwidth
Merchandising;Gambling;Block;false;;Do not block based on bandwidth
Merchandising;Games;Confirm;false;;Do not block based on bandwidth
Merchandising;Gay or Lesbian or Bisexual Interest;Permit;false;;Do not block based on bandwidth
Merchandising;General Email;Permit;false;;Do not block based on bandwidth
Merchandising;Government;Permit;false;;Do not block based on bandwidth
Merchandising;Hacking;Block;false;;Do not block based on bandwidth
Merchandising;HC Unblocked;Permit;false;;Do not block based on bandwidth
Merchandising;Health;Permit;false;;Do not block based on bandwidth
Merchandising;Hobbies;Permit;false;;Do not block based on bandwidth
Merchandising;Hosted Business Applications;Permit;false;;Do not block based on bandwidth
Merchandising;Illegal or Questionable;Permit;false;;Do not block based on bandwidth
Merchandising;Information Technology;Permit;false;;Do not block based on bandwidth
Merchandising;Instant Messaging;Permit;false;;Do not block based on bandwidth
Merchandising;Internet Auctions;Permit;false;;Do not block based on bandwidth
Merchandising;Internet Communication;Permit;false;;Do not block based on bandwidth
Merchandising;Internet Radio and TV;Permit;false;;Do not block based on bandwidth
Merchandising;Internet Telephony;Permit;false;;Do not block based on bandwidth
Merchandising;Intolerance;Confirm;false;;Do not block based on bandwidth
Merchandising;Job Search;Confirm;false;;Do not block based on bandwidth
Merchandising;Keyloggers;Block;false;;Do not block based on bandwidth
Merchandising;Lingerie and Swimsuit;Permit;false;;Do not block based on bandwidth
Merchandising;LinkedIn Connections;Permit;false;;Do not block based on bandwidth
Merchandising;LinkedIn Jobs;Permit;false;;Do not block based on bandwidth
Merchandising;LinkedIn Mail;Permit;false;;Do not block based on bandwidth
Merchandising;LinkedIn Updates;Permit;false;;Do not block based on bandwidth
Merchandising;Malicious Embedded iFrame;Block;false;;Do not block based on bandwidth
Merchandising;Malicious Embedded Link;Block;false;;Do not block based on bandwidth
Merchandising;Malicious Web Sites;Block;false;;Do not block based on bandwidth
Merchandising;Marijuana;Permit;false;;Do not block based on bandwidth
Merchandising;Media File Download;Confirm;false;;Do not block based on bandwidth
Merchandising;Message Boards and Forums;Permit;false;;Do not block based on bandwidth
Merchandising;Militancy and Extremist;Confirm;false;;Do not block based on bandwidth
Merchandising;Military;Permit;false;;Do not block based on bandwidth
Merchandising;Miscellaneous;Permit;false;;Do not block based on bandwidth
Merchandising;Mobile Malware;Block;false;;Do not block based on bandwidth
Merchandising;Network Errors;Permit;false;;Do not block based on bandwidth
Merchandising;Newly Registered Websites;Permit;false;;Do not block based on bandwidth
Merchandising;News and Media;Permit;false;;Do not block based on bandwidth
Merchandising;Non-Traditional Religions;Permit;false;;Do not block based on bandwidth
Merchandising;Nudity;Block;false;;Do not block based on bandwidth
Merchandising;Nutrition;Permit;false;;Do not block based on bandwidth
Merchandising;Office - Apps;Permit;false;;Do not block based on bandwidth
Merchandising;Office - Documents;Permit;false;;Do not block based on bandwidth
Merchandising;Office - Drive;Permit;false;;Do not block based on bandwidth
Merchandising;Office - Mail;Permit;false;;Do not block based on bandwidth
Merchandising;Online Brokerage and Trading;Permit;false;;Do not block based on bandwidth
Merchandising;Organizational Email;Permit;false;;Do not block based on bandwidth
Merchandising;Parked Domain;Block;false;;Do not block based on bandwidth
Merchandising;Pay-to-Surf;Permit;false;;Do not block based on bandwidth
Merchandising;Peer-to-Peer File Sharing;Block;false;;Do not block based on bandwidth
Merchandising;Personal Network Storage and Backup;Permit;false;;Do not block based on bandwidth
Merchandising;Personals and Dating;Permit;false;;Do not block based on bandwidth
Merchandising;Phishing and Other Frauds;Block;false;;Do not block based on bandwidth
Merchandising;Political Organizations;Permit;false;;Do not block based on bandwidth
Merchandising;Potentially Exploited Documents;Block;false;;Do not block based on bandwidth
Merchandising;Potentially Unwanted Software;Block;false;;Do not block based on bandwidth
Merchandising;Prescribed Medications;Permit;false;;Do not block based on bandwidth
Merchandising;Private IP Addresses;Permit;false;;Do not block based on bandwidth
Merchandising;Pro-Choice;Permit;false;;Do not block based on bandwidth
Merchandising;Productivity;Permit;false;;Do not block based on bandwidth
Merchandising;Professional and Worker Organizations;Permit;false;;Do not block based on bandwidth
Merchandising;Pro-Life;Permit;false;;Do not block based on bandwidth
Merchandising;Proxy Avoidance;Block;false;;Do not block based on bandwidth
Merchandising;Real Estate;Permit;false;;Do not block based on bandwidth
Merchandising;Reference Materials;Permit;false;;Do not block based on bandwidth
Merchandising;Religion;Permit;false;;Do not block based on bandwidth
Merchandising;Restaurants and Dining;Permit;false;;Do not block based on bandwidth
Merchandising;Search Engines and Portals;Permit;false;;Do not block based on bandwidth
Merchandising;Security;Permit;false;;Do not block based on bandwidth
Merchandising;Service and Philanthropic Organizations;Permit;false;;Do not block based on bandwidth
Merchandising;Sex;Block;false;;Do not block based on bandwidth
Merchandising;Sex Education;Permit;false;;Do not block based on bandwidth
Merchandising;Shopping;Permit;false;;Do not block based on bandwidth
Merchandising;Social and Affiliation Organizations;Permit;false;;Do not block based on bandwidth
Merchandising;Social Networking;Permit;false;;Do not block based on bandwidth
Merchandising;Social Organizations;Permit;false;;Do not block based on bandwidth
Merchandising;Social Web - Facebook;Block;false;;Do not block based on bandwidth
Merchandising;Social Web - LinkedIn;Block;false;;Do not block based on bandwidth
Merchandising;Social Web - Twitter;Block;false;;Do not block based on bandwidth
Merchandising;Social Web - Various;Block;false;;Do not block based on bandwidth
Merchandising;Social Web - YouTube;Block;false;;Do not block based on bandwidth
Merchandising;Society and Lifestyles;Permit;false;;Do not block based on bandwidth
Merchandising;Special Events;Quota;false;;Do not block based on bandwidth
Merchandising;Sport Hunting and Gun Clubs;Quota;false;;Do not block based on bandwidth
Merchandising;Sports;Quota;false;;Do not block based on bandwidth
Merchandising;Spyware;Block;false;;Do not block based on bandwidth
Merchandising;Streaming Media;Permit;false;;Do not block based on bandwidth
Merchandising;Surveillance;Quota;false;;Do not block based on bandwidth
Merchandising;Suspicious Content;Block;false;;Do not block based on bandwidth
Merchandising;Suspicious Embedded Link;Block;false;;Do not block based on bandwidth
Merchandising;Tasteless;Permit;false;;Do not block based on bandwidth
Merchandising;Text and Media Messaging;Permit;false;;Do not block based on bandwidth
Merchandising;Traditional Religions;Permit;false;;Do not block based on bandwidth
Merchandising;Travel;Permit;false;;Do not block based on bandwidth
Merchandising;Twitter Follow;Permit;false;;Do not block based on bandwidth
Merchandising;Twitter Mail;Permit;false;;Do not block based on bandwidth
Merchandising;Twitter Posting;Permit;false;;Do not block based on bandwidth
Merchandising;Unauthorized Mobile Marketplaces;Permit;false;;Do not block based on bandwidth
Merchandising;Uncategorized;Permit;false;;Do not block based on bandwidth
Merchandising;User-Defined;Permit;false;;Do not block based on bandwidth
Merchandising;Vehicles;Permit;false;;Do not block based on bandwidth
Merchandising;Violence;Confirm;false;;Do not block based on bandwidth
Merchandising;Viral Video;Permit;false;;Do not block based on bandwidth
Merchandising;Weapons;Confirm;false;;Do not block based on bandwidth
Merchandising;Web Analytics;Permit;false;;Do not block based on bandwidth
Merchandising;Web and Email Marketing;Permit;false;;Do not block based on bandwidth
Merchandising;Web and Email Spam;Block;false;;Do not block based on bandwidth
Merchandising;Web Chat;Permit;false;;Do not block based on bandwidth
Merchandising;Web Collaboration;Permit;false;;Do not block based on bandwidth
Merchandising;Web Hosting;Permit;false;;Do not block based on bandwidth
Merchandising;Web Images;Permit;false;;Do not block based on bandwidth
Merchandising;Web Infrastructure;Permit;false;;Do not block based on bandwidth
Merchandising;Website Translation;Permit;false;;Do not block based on bandwidth
Merchandising;YouTube Commenting;Permit;false;;Do not block based on bandwidth
Merchandising;YouTube Sharing;Permit;false;;Do not block based on bandwidth
Merchandising;YouTube Video Upload;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Abortion;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Abused Drugs;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Adult Content;Block;false;;Do not block based on bandwidth
Merchandising and Marketing;Adult Material;Block;false;;Do not block based on bandwidth
Merchandising and Marketing;Advanced Malware Command and Control;Block;false;;Do not block based on bandwidth
Merchandising and Marketing;Advanced Malware Payloads;Block;false;;Do not block based on bandwidth
Merchandising and Marketing;Advertisements;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Advocacy Groups;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Alcohol and Tobacco;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Alternative Journals;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Application and Software Download;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Bandwidth;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Blog Commenting;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Blog Posting;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Blogs and Personal Sites;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Bot Networks;Block;false;;Do not block based on bandwidth
Merchandising and Marketing;Business and Economy;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Classifieds Posting;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Collaboration - Office;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Compromised Websites;Block;false;;Do not block based on bandwidth
Merchandising and Marketing;Computer Security;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Content Delivery Networks;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Cultural Institutions;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Custom-Encrypted Uploads;Block;false;;Do not block based on bandwidth
Merchandising and Marketing;Drugs;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Dynamic Content;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Dynamic DNS;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Education;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Educational Institutions;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Educational Materials;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Educational Video;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Elevated Exposure;Block;false;;Do not block based on bandwidth
Merchandising and Marketing;Emerging Exploits;Block;false;;Do not block based on bandwidth
Merchandising and Marketing;Entertainment;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Entertainment Video;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Extended Protection;Block;false;;Do not block based on bandwidth
Merchandising and Marketing;Facebook Apps;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Facebook Chat;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Facebook Commenting;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Facebook Events;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Facebook Friends;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Facebook Games;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Facebook Groups;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Facebook Mail;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Facebook Photo Upload;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Facebook Posting;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Facebook Questions;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Facebook Video Upload;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;File Download Servers;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Files Containing Passwords;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Financial Data and Services;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Gambling;Block;false;;Do not block based on bandwidth
Merchandising and Marketing;Games;Confirm;false;;Do not block based on bandwidth
Merchandising and Marketing;Gay or Lesbian or Bisexual Interest;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;General Email;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Government;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Hacking;Block;false;;Do not block based on bandwidth
Merchandising and Marketing;HC Unblocked;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Health;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Hobbies;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Hosted Business Applications;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Illegal or Questionable;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Information Technology;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Instant Messaging;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Internet Auctions;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Internet Communication;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Internet Radio and TV;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Internet Telephony;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Intolerance;Confirm;false;;Do not block based on bandwidth
Merchandising and Marketing;Job Search;Confirm;false;;Do not block based on bandwidth
Merchandising and Marketing;Keyloggers;Block;false;;Do not block based on bandwidth
Merchandising and Marketing;Lingerie and Swimsuit;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;LinkedIn Connections;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;LinkedIn Jobs;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;LinkedIn Mail;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;LinkedIn Updates;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Malicious Embedded iFrame;Block;false;;Do not block based on bandwidth
Merchandising and Marketing;Malicious Embedded Link;Block;false;;Do not block based on bandwidth
Merchandising and Marketing;Malicious Web Sites;Block;false;;Do not block based on bandwidth
Merchandising and Marketing;Marijuana;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Media File Download;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Message Boards and Forums;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Militancy and Extremist;Confirm;false;;Do not block based on bandwidth
Merchandising and Marketing;Military;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Miscellaneous;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Mobile Malware;Block;false;;Do not block based on bandwidth
Merchandising and Marketing;Network Errors;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Newly Registered Websites;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;News and Media;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Non-Traditional Religions;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Nudity;Block;false;;Do not block based on bandwidth
Merchandising and Marketing;Nutrition;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Office - Apps;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Office - Documents;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Office - Drive;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Office - Mail;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Online Brokerage and Trading;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Organizational Email;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Parked Domain;Block;false;;Do not block based on bandwidth
Merchandising and Marketing;Pay-to-Surf;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Peer-to-Peer File Sharing;Block;false;;Do not block based on bandwidth
Merchandising and Marketing;Personal Network Storage and Backup;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Personals and Dating;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Phishing and Other Frauds;Block;false;;Do not block based on bandwidth
Merchandising and Marketing;Political Organizations;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Potentially Exploited Documents;Block;false;;Do not block based on bandwidth
Merchandising and Marketing;Potentially Unwanted Software;Block;false;;Do not block based on bandwidth
Merchandising and Marketing;Prescribed Medications;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Private IP Addresses;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Pro-Choice;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Productivity;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Professional and Worker Organizations;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Pro-Life;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Proxy Avoidance;Block;false;;Do not block based on bandwidth
Merchandising and Marketing;Real Estate;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Reference Materials;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Religion;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Restaurants and Dining;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Search Engines and Portals;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Security;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Service and Philanthropic Organizations;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Sex;Block;false;;Do not block based on bandwidth
Merchandising and Marketing;Sex Education;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Shopping;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Social and Affiliation Organizations;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Social Networking;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Social Organizations;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Social Web - Facebook;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Social Web - LinkedIn;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Social Web - Twitter;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Social Web - Various;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Social Web - YouTube;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Society and Lifestyles;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Special Events;Quota;false;;Do not block based on bandwidth
Merchandising and Marketing;Sport Hunting and Gun Clubs;Quota;false;;Do not block based on bandwidth
Merchandising and Marketing;Sports;Quota;false;;Do not block based on bandwidth
Merchandising and Marketing;Spyware;Block;false;;Do not block based on bandwidth
Merchandising and Marketing;Streaming Media;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Surveillance;Quota;false;;Do not block based on bandwidth
Merchandising and Marketing;Suspicious Content;Block;false;;Do not block based on bandwidth
Merchandising and Marketing;Suspicious Embedded Link;Block;false;;Do not block based on bandwidth
Merchandising and Marketing;Tasteless;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Text and Media Messaging;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Traditional Religions;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Travel;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Twitter Follow;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Twitter Mail;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Twitter Posting;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Unauthorized Mobile Marketplaces;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Uncategorized;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;User-Defined;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Vehicles;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Violence;Confirm;false;;Do not block based on bandwidth
Merchandising and Marketing;Viral Video;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Weapons;Confirm;false;;Do not block based on bandwidth
Merchandising and Marketing;Web Analytics;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Web and Email Marketing;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Web and Email Spam;Block;false;;Do not block based on bandwidth
Merchandising and Marketing;Web Chat;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Web Collaboration;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Web Hosting;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Web Images;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Web Infrastructure;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;Website Translation;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;YouTube Commenting;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;YouTube Sharing;Permit;false;;Do not block based on bandwidth
Merchandising and Marketing;YouTube Video Upload;Permit;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Abortion;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Abused Drugs;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Adult Content;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Adult Material;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Advanced Malware Command and Control;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Advanced Malware Payloads;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Advertisements;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Advocacy Groups;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Alcohol and Tobacco;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Alternative Journals;Permit;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Application and Software Download;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Bandwidth;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Blog Commenting;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Blog Posting;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Blogs and Personal Sites;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Bot Networks;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Business and Economy;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Classifieds Posting;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Collaboration - Office;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Compromised Websites;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Computer Security;Permit;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Content Delivery Networks;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Cultural Institutions;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Custom-Encrypted Uploads;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Drugs;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Dynamic Content;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Dynamic DNS;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Education;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Educational Institutions;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Educational Materials;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Educational Video;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Elevated Exposure;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Emerging Exploits;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Entertainment;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Entertainment Video;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Extended Protection;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Facebook Apps;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Facebook Chat;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Facebook Commenting;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Facebook Events;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Facebook Friends;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Facebook Games;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Facebook Groups;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Facebook Mail;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Facebook Photo Upload;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Facebook Posting;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Facebook Questions;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Facebook Video Upload;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;File Download Servers;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Files Containing Passwords;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Financial Data and Services;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Gambling;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Games;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Gay or Lesbian or Bisexual Interest;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;General Email;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Government;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Hacking;Permit;false;;Do not block based on bandwidth
Nclose Testing Category Filter;HC Unblocked;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Health;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Hobbies;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Hosted Business Applications;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Illegal or Questionable;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Information Technology;Permit;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Instant Messaging;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Internet Auctions;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Internet Communication;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Internet Radio and TV;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Internet Telephony;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Intolerance;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Job Search;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Keyloggers;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Lingerie and Swimsuit;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;LinkedIn Connections;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;LinkedIn Jobs;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;LinkedIn Mail;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;LinkedIn Updates;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Malicious Embedded iFrame;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Malicious Embedded Link;Quota;false;;Do not block based on bandwidth
Nclose Testing Category Filter;Malicious Web Sites;Quota;false;;Do not block based on bandwidth
