Name;Category;Action;Block Keywords;Block File Types;Bandwidth Optimizer
Block All;Traditional Religions;Block;false;;Do not block based on bandwidth
Block All;Travel;Block;false;;Do not block based on bandwidth
Block All;Twitter Follow;Block;false;;Do not block based on bandwidth
Block All;Twitter Mail;Block;false;;Do not block based on bandwidth
Block All;Twitter Posting;Block;false;;Do not block based on bandwidth
Block All;Unauthorized Mobile Marketplaces;Block;false;;Do not block based on bandwidth
Block All;Uncategorized;Block;false;;Do not block based on bandwidth
Block All;User-Defined;Block;false;;Do not block based on bandwidth
Block All;Vehicles;Block;false;;Do not block based on bandwidth
Block All;Violence;Block;false;;Do not block based on bandwidth
Block All;Viral Video;Block;false;;Do not block based on bandwidth
Block All;Weapons;Block;false;;Do not block based on bandwidth
Block All;Web Analytics;Block;false;;Do not block based on bandwidth
Block All;Web and Email Marketing;Block;false;;Do not block based on bandwidth
Block All;Web and Email Spam;Block;false;;Do not block based on bandwidth
Block All;Web Chat;Block;false;;Do not block based on bandwidth
Block All;Web Collaboration;Block;false;;Do not block based on bandwidth
Block All;Web Hosting;Block;false;;Do not block based on bandwidth
Block All;Web Images;Block;false;;Do not block based on bandwidth
Block All;Web Infrastructure;Block;false;;Do not block based on bandwidth
Block All;Website Translation;Block;false;;Do not block based on bandwidth
Block All;YouTube Commenting;Block;false;;Do not block based on bandwidth
Block All;YouTube Sharing;Block;false;;Do not block based on bandwidth
Block All;YouTube Video Upload;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Abortion;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Abused Drugs;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Adult Content;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Adult Material;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Advanced Malware Command and Control;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Advanced Malware Payloads;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Advertisements;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Advocacy Groups;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Alcohol and Tobacco;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Alternative Journals;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Application and Software Download;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Bandwidth;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Blog Commenting;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Blog Posting;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Blogs and Personal Sites;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Bot Networks;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Business and Economy;Permit;false;;Do not block based on bandwidth
Dropbox and Storage;Classifieds Posting;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Collaboration - Office;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Compromised Websites;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Computer Security;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Content Delivery Networks;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Cultural Institutions;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Custom-Encrypted Uploads;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Drugs;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Dynamic Content;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Dynamic DNS;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Education;Permit;false;;Do not block based on bandwidth
Dropbox and Storage;Educational Institutions;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Educational Materials;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Educational Video;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Elevated Exposure;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Emerging Exploits;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Entertainment;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Entertainment Video;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Extended Protection;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Facebook Apps;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Facebook Chat;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Facebook Commenting;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Facebook Events;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Facebook Friends;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Facebook Games;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Facebook Groups;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Facebook Mail;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Facebook Photo Upload;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Facebook Posting;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Facebook Questions;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Facebook Video Upload;Block;false;;Do not block based on bandwidth
Dropbox and Storage;File Download Servers;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Files Containing Passwords;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Financial Data and Services;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Gambling;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Games;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Gay or Lesbian or Bisexual Interest;Block;false;;Do not block based on bandwidth
Dropbox and Storage;General Email;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Government;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Hacking;Block;false;;Do not block based on bandwidth
Dropbox and Storage;HC Unblocked;Permit;false;;Do not block based on bandwidth
Dropbox and Storage;Health;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Hobbies;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Hosted Business Applications;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Illegal or Questionable;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Information Technology;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Instant Messaging;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Internet Auctions;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Internet Communication;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Internet Radio and TV;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Internet Telephony;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Intolerance;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Job Search;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Keyloggers;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Lingerie and Swimsuit;Block;false;;Do not block based on bandwidth
Dropbox and Storage;LinkedIn Connections;Block;false;;Do not block based on bandwidth
Dropbox and Storage;LinkedIn Jobs;Block;false;;Do not block based on bandwidth
Dropbox and Storage;LinkedIn Mail;Block;false;;Do not block based on bandwidth
Dropbox and Storage;LinkedIn Updates;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Malicious Embedded iFrame;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Malicious Embedded Link;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Malicious Web Sites;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Marijuana;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Media File Download;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Message Boards and Forums;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Militancy and Extremist;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Military;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Miscellaneous;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Mobile Malware;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Network Errors;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Newly Registered Websites;Block;false;;Do not block based on bandwidth
Dropbox and Storage;News and Media;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Non-Traditional Religions;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Nudity;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Nutrition;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Office - Apps;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Office - Documents;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Office - Drive;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Office - Mail;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Online Brokerage and Trading;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Organizational Email;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Parked Domain;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Pay-to-Surf;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Peer-to-Peer File Sharing;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Personal Network Storage and Backup;Permit;false;;Do not block based on bandwidth
Dropbox and Storage;Personals and Dating;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Phishing and Other Frauds;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Political Organizations;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Potentially Exploited Documents;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Potentially Unwanted Software;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Prescribed Medications;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Private IP Addresses;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Pro-Choice;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Productivity;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Professional and Worker Organizations;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Pro-Life;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Proxy Avoidance;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Real Estate;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Reference Materials;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Religion;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Restaurants and Dining;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Search Engines and Portals;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Security;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Service and Philanthropic Organizations;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Sex;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Sex Education;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Shopping;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Social and Affiliation Organizations;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Social Networking;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Social Organizations;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Social Web - Facebook;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Social Web - LinkedIn;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Social Web - Twitter;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Social Web - Various;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Social Web - YouTube;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Society and Lifestyles;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Special Events;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Sport Hunting and Gun Clubs;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Sports;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Spyware;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Streaming Media;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Surveillance;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Suspicious Content;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Suspicious Embedded Link;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Tasteless;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Text and Media Messaging;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Traditional Religions;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Travel;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Twitter Follow;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Twitter Mail;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Twitter Posting;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Unauthorized Mobile Marketplaces;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Uncategorized;Block;false;;Do not block based on bandwidth
Dropbox and Storage;User-Defined;Permit;false;;Do not block based on bandwidth
Dropbox and Storage;Vehicles;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Violence;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Viral Video;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Weapons;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Web Analytics;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Web and Email Marketing;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Web and Email Spam;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Web Chat;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Web Collaboration;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Web Hosting;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Web Images;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Web Infrastructure;Block;false;;Do not block based on bandwidth
Dropbox and Storage;Website Translation;Block;false;;Do not block based on bandwidth
Dropbox and Storage;YouTube Commenting;Block;false;;Do not block based on bandwidth
Dropbox and Storage;YouTube Sharing;Block;false;;Do not block based on bandwidth
Dropbox and Storage;YouTube Video Upload;Block;false;;Do not block based on bandwidth
Full Access;Abortion;Permit;false;;Do not block based on bandwidth
Full Access;Abused Drugs;Confirm;false;;Do not block based on bandwidth
Full Access;Adult Content;Confirm;false;;Do not block based on bandwidth
Full Access;Adult Material;Permit;false;;Do not block based on bandwidth
Full Access;Advanced Malware Command and Control;Block;false;;Do not block based on bandwidth
Full Access;Advanced Malware Payloads;Block;false;;Do not block based on bandwidth
Full Access;Advertisements;Permit;false;;Do not block based on bandwidth
Full Access;Advocacy Groups;Permit;false;;Do not block based on bandwidth
Full Access;Alcohol and Tobacco;Permit;false;;Do not block based on bandwidth
Full Access;Alternative Journals;Permit;false;;Do not block based on bandwidth
Full Access;Application and Software Download;Permit;false;;Do not block based on bandwidth
Full Access;Bandwidth;Permit;false;;Do not block based on bandwidth
Full Access;Blog Commenting;Permit;false;;Do not block based on bandwidth
Full Access;Blog Posting;Permit;false;;Do not block based on bandwidth
Full Access;Blogs and Personal Sites;Permit;false;;Do not block based on bandwidth
Full Access;Bot Networks;Block;false;;Do not block based on bandwidth
Full Access;Business and Economy;Permit;false;;Do not block based on bandwidth
Full Access;Classifieds Posting;Permit;false;;Do not block based on bandwidth
Full Access;Collaboration - Office;Permit;false;;Do not block based on bandwidth
Full Access;Compromised Websites;Block;false;;Do not block based on bandwidth
Full Access;Computer Security;Permit;false;;Do not block based on bandwidth
Full Access;Content Delivery Networks;Permit;false;;Do not block based on bandwidth
Full Access;Cultural Institutions;Permit;false;;Do not block based on bandwidth
Full Access;Custom-Encrypted Uploads;Block;false;;Do not block based on bandwidth
Full Access;Drugs;Permit;false;;Do not block based on bandwidth
Full Access;Dynamic Content;Permit;false;;Do not block based on bandwidth
Full Access;Dynamic DNS;Permit;false;;Do not block based on bandwidth
Full Access;Education;Permit;false;;Do not block based on bandwidth
Full Access;Educational Institutions;Permit;false;;Do not block based on bandwidth
Full Access;Educational Materials;Permit;false;;Do not block based on bandwidth
Full Access;Educational Video;Permit;false;;Do not block based on bandwidth
Full Access;Elevated Exposure;Block;false;;Do not block based on bandwidth
Full Access;Emerging Exploits;Block;false;;Do not block based on bandwidth
Full Access;Entertainment;Permit;false;;Do not block based on bandwidth
Full Access;Entertainment Video;Permit;false;;Do not block based on bandwidth
Full Access;Extended Protection;Block;false;;Do not block based on bandwidth
Full Access;Facebook Apps;Permit;false;;Do not block based on bandwidth
Full Access;Facebook Chat;Permit;false;;Do not block based on bandwidth
Full Access;Facebook Commenting;Permit;false;;Do not block based on bandwidth
Full Access;Facebook Events;Permit;false;;Do not block based on bandwidth
Full Access;Facebook Friends;Permit;false;;Do not block based on bandwidth
Full Access;Facebook Games;Permit;false;;Do not block based on bandwidth
Full Access;Facebook Groups;Permit;false;;Do not block based on bandwidth
Full Access;Facebook Mail;Permit;false;;Do not block based on bandwidth
Full Access;Facebook Photo Upload;Permit;false;;Do not block based on bandwidth
Full Access;Facebook Posting;Permit;false;;Do not block based on bandwidth
Full Access;Facebook Questions;Permit;false;;Do not block based on bandwidth
Full Access;Facebook Video Upload;Permit;false;;Do not block based on bandwidth
Full Access;File Download Servers;Permit;false;;Do not block based on bandwidth
Full Access;Files Containing Passwords;Permit;false;;Do not block based on bandwidth
Full Access;Financial Data and Services;Permit;false;;Do not block based on bandwidth
Full Access;Gambling;Permit;false;;Do not block based on bandwidth
Full Access;Games;Permit;false;;Do not block based on bandwidth
Full Access;Gay or Lesbian or Bisexual Interest;Permit;false;;Do not block based on bandwidth
Full Access;General Email;Permit;false;;Do not block based on bandwidth
Full Access;Government;Permit;false;;Do not block based on bandwidth
Full Access;Hacking;Permit;false;;Do not block based on bandwidth
Full Access;HC Unblocked;Permit;false;;Do not block based on bandwidth
Full Access;Health;Permit;false;;Do not block based on bandwidth
Full Access;Hobbies;Permit;false;;Do not block based on bandwidth
Full Access;Hosted Business Applications;Permit;false;;Do not block based on bandwidth
Full Access;Illegal or Questionable;Permit;false;;Do not block based on bandwidth
Full Access;Information Technology;Permit;false;;Do not block based on bandwidth
Full Access;Instant Messaging;Permit;false;;Do not block based on bandwidth
Full Access;Internet Auctions;Permit;false;;Do not block based on bandwidth
Full Access;Internet Communication;Permit;false;;Do not block based on bandwidth
Full Access;Internet Radio and TV;Permit;false;;Do not block based on bandwidth
Full Access;Internet Telephony;Permit;false;;Do not block based on bandwidth
Full Access;Intolerance;Permit;false;;Do not block based on bandwidth
Full Access;Job Search;Permit;false;;Do not block based on bandwidth
Full Access;Keyloggers;Block;false;;Do not block based on bandwidth
Full Access;Lingerie and Swimsuit;Permit;false;;Do not block based on bandwidth
Full Access;LinkedIn Connections;Permit;false;;Do not block based on bandwidth
Full Access;LinkedIn Jobs;Permit;false;;Do not block based on bandwidth
Full Access;LinkedIn Mail;Permit;false;;Do not block based on bandwidth
Full Access;LinkedIn Updates;Permit;false;;Do not block based on bandwidth
Full Access;Malicious Embedded iFrame;Block;false;;Do not block based on bandwidth
Full Access;Malicious Embedded Link;Block;false;;Do not block based on bandwidth
Full Access;Malicious Web Sites;Block;false;;Do not block based on bandwidth
Full Access;Marijuana;Permit;false;;Do not block based on bandwidth
Full Access;Media File Download;Permit;false;;Do not block based on bandwidth
Full Access;Message Boards and Forums;Permit;false;;Do not block based on bandwidth
Full Access;Militancy and Extremist;Permit;false;;Do not block based on bandwidth
Full Access;Military;Permit;false;;Do not block based on bandwidth
Full Access;Miscellaneous;Permit;false;;Do not block based on bandwidth
Full Access;Mobile Malware;Block;false;;Do not block based on bandwidth
Full Access;Network Errors;Permit;false;;Do not block based on bandwidth
Full Access;Newly Registered Websites;Permit;false;;Do not block based on bandwidth
Full Access;News and Media;Permit;false;;Do not block based on bandwidth
Full Access;Non-Traditional Religions;Permit;false;;Do not block based on bandwidth
Full Access;Nudity;Confirm;false;;Do not block based on bandwidth
Full Access;Nutrition;Permit;false;;Do not block based on bandwidth
Full Access;Office - Apps;Permit;false;;Do not block based on bandwidth
Full Access;Office - Documents;Permit;false;;Do not block based on bandwidth
Full Access;Office - Drive;Permit;false;;Do not block based on bandwidth
Full Access;Office - Mail;Permit;false;;Do not block based on bandwidth
Full Access;Online Brokerage and Trading;Permit;false;;Do not block based on bandwidth
Full Access;Organizational Email;Permit;false;;Do not block based on bandwidth
Full Access;Parked Domain;Block;false;;Do not block based on bandwidth
Full Access;Pay-to-Surf;Permit;false;;Do not block based on bandwidth
Full Access;Peer-to-Peer File Sharing;Permit;false;;Do not block based on bandwidth
Full Access;Personal Network Storage and Backup;Permit;false;;Do not block based on bandwidth
Full Access;Personals and Dating;Permit;false;;Do not block based on bandwidth
Full Access;Phishing and Other Frauds;Block;false;;Do not block based on bandwidth
Full Access;Political Organizations;Permit;false;;Do not block based on bandwidth
Full Access;Potentially Exploited Documents;Block;false;;Do not block based on bandwidth
Full Access;Potentially Unwanted Software;Permit;false;;Do not block based on bandwidth
Full Access;Prescribed Medications;Permit;false;;Do not block based on bandwidth
Full Access;Private IP Addresses;Permit;false;;Do not block based on bandwidth
Full Access;Pro-Choice;Permit;false;;Do not block based on bandwidth
Full Access;Productivity;Permit;false;;Do not block based on bandwidth
Full Access;Professional and Worker Organizations;Permit;false;;Do not block based on bandwidth
Full Access;Pro-Life;Permit;false;;Do not block based on bandwidth
Full Access;Proxy Avoidance;Block;false;;Do not block based on bandwidth
Full Access;Real Estate;Permit;false;;Do not block based on bandwidth
Full Access;Reference Materials;Permit;false;;Do not block based on bandwidth
Full Access;Religion;Permit;false;;Do not block based on bandwidth
Full Access;Restaurants and Dining;Permit;false;;Do not block based on bandwidth
Full Access;Search Engines and Portals;Permit;false;;Do not block based on bandwidth
Full Access;Security;Permit;false;;Do not block based on bandwidth
Full Access;Service and Philanthropic Organizations;Permit;false;;Do not block based on bandwidth
Full Access;Sex;Confirm;false;;Do not block based on bandwidth
Full Access;Sex Education;Permit;false;;Do not block based on bandwidth
Full Access;Shopping;Permit;false;;Do not block based on bandwidth
Full Access;Social and Affiliation Organizations;Permit;false;;Do not block based on bandwidth
Full Access;Social Networking;Permit;false;;Do not block based on bandwidth
Full Access;Social Organizations;Permit;false;;Do not block based on bandwidth
Full Access;Social Web - Facebook;Permit;false;;Do not block based on bandwidth
Full Access;Social Web - LinkedIn;Permit;false;;Do not block based on bandwidth
Full Access;Social Web - Twitter;Permit;false;;Do not block based on bandwidth
Full Access;Social Web - Various;Permit;false;;Do not block based on bandwidth
Full Access;Social Web - YouTube;Permit;false;;Do not block based on bandwidth
Full Access;Society and Lifestyles;Permit;false;;Do not block based on bandwidth
Full Access;Special Events;Permit;false;;Do not block based on bandwidth
Full Access;Sport Hunting and Gun Clubs;Permit;false;;Do not block based on bandwidth
Full Access;Sports;Permit;false;;Do not block based on bandwidth
Full Access;Spyware;Block;false;;Do not block based on bandwidth
Full Access;Streaming Media;Permit;false;;Do not block based on bandwidth
Full Access;Surveillance;Permit;false;;Do not block based on bandwidth
Full Access;Suspicious Content;Block;false;;Do not block based on bandwidth
Full Access;Suspicious Embedded Link;Block;false;;Do not block based on bandwidth
Full Access;Tasteless;Permit;false;;Do not block based on bandwidth
Full Access;Text and Media Messaging;Permit;false;;Do not block based on bandwidth
Full Access;Traditional Religions;Permit;false;;Do not block based on bandwidth
Full Access;Travel;Permit;false;;Do not block based on bandwidth
Full Access;Twitter Follow;Permit;false;;Do not block based on bandwidth
Full Access;Twitter Mail;Permit;false;;Do not block based on bandwidth
Full Access;Twitter Posting;Permit;false;;Do not block based on bandwidth
Full Access;Unauthorized Mobile Marketplaces;Confirm;false;;Do not block based on bandwidth
Full Access;Uncategorized;Permit;false;;Do not block based on bandwidth
Full Access;User-Defined;Permit;false;;Do not block based on bandwidth
Full Access;Vehicles;Permit;false;;Do not block based on bandwidth
Full Access;Violence;Permit;false;;Do not block based on bandwidth
Full Access;Viral Video;Permit;false;;Do not block based on bandwidth
Full Access;Weapons;Permit;false;;Do not block based on bandwidth
Full Access;Web Analytics;Permit;false;;Do not block based on bandwidth
Full Access;Web and Email Marketing;Permit;false;;Do not block based on bandwidth
Full Access;Web and Email Spam;Block;false;;Do not block based on bandwidth
Full Access;Web Chat;Permit;false;;Do not block based on bandwidth
Full Access;Web Collaboration;Permit;false;;Do not block based on bandwidth
Full Access;Web Hosting;Permit;false;;Do not block based on bandwidth
Full Access;Web Images;Permit;false;;Do not block based on bandwidth
Full Access;Web Infrastructure;Permit;false;;Do not block based on bandwidth
Full Access;Website Translation;Permit;false;;Do not block based on bandwidth
Full Access;YouTube Commenting;Permit;false;;Do not block based on bandwidth
Full Access;YouTube Sharing;Permit;false;;Do not block based on bandwidth
Full Access;YouTube Video Upload;Permit;false;;Do not block based on bandwidth
Human Resources;Abortion;Quota;false;;Do not block based on bandwidth
Human Resources;Abused Drugs;Block;false;;Do not block based on bandwidth
Human Resources;Adult Content;Block;false;;Do not block based on bandwidth
Human Resources;Adult Material;Block;false;;Do not block based on bandwidth
Human Resources;Advanced Malware Command and Control;Block;false;;Do not block based on bandwidth
Human Resources;Advanced Malware Payloads;Block;false;;Do not block based on bandwidth
Human Resources;Advertisements;Block;false;;Do not block based on bandwidth
Human Resources;Advocacy Groups;Quota;false;;Do not block based on bandwidth
Human Resources;Alcohol and Tobacco;Quota;false;;Do not block based on bandwidth
Human Resources;Alternative Journals;Quota;false;;Do not block based on bandwidth
Human Resources;Application and Software Download;Block;false;;Do not block based on bandwidth
Human Resources;Bandwidth;Permit;false;;Do not block based on bandwidth
Human Resources;Blog Commenting;Block;false;;Do not block based on bandwidth
Human Resources;Blog Posting;Block;false;;Do not block based on bandwidth
Human Resources;Blogs and Personal Sites;Quota;false;;Do not block based on bandwidth
Human Resources;Bot Networks;Block;false;;Do not block based on bandwidth
Human Resources;Business and Economy;Permit;false;;Do not block based on bandwidth
Human Resources;Classifieds Posting;Block;false;;Do not block based on bandwidth
Human Resources;Collaboration - Office;Permit;false;;Do not block based on bandwidth
Human Resources;Compromised Websites;Block;false;;Do not block based on bandwidth
Human Resources;Computer Security;Permit;false;;Do not block based on bandwidth
Human Resources;Content Delivery Networks;Permit;false;;Do not block based on bandwidth
Human Resources;Cultural Institutions;Quota;false;;Do not block based on bandwidth
Human Resources;Custom-Encrypted Uploads;Block;false;;Do not block based on bandwidth
Human Resources;Drugs;Permit;false;;Do not block based on bandwidth
Human Resources;Dynamic Content;Permit;false;;Do not block based on bandwidth
Human Resources;Dynamic DNS;Confirm;false;;Do not block based on bandwidth
Human Resources;Education;Permit;false;;Do not block based on bandwidth
Human Resources;Educational Institutions;Permit;false;;Do not block based on bandwidth
Human Resources;Educational Materials;Permit;false;;Do not block based on bandwidth
Human Resources;Educational Video;Quota;false;;Do not block based on bandwidth
Human Resources;Elevated Exposure;Block;false;;Do not block based on bandwidth
Human Resources;Emerging Exploits;Block;false;;Do not block based on bandwidth
Human Resources;Entertainment;Quota;false;;Do not block based on bandwidth
Human Resources;Entertainment Video;Quota;false;;Do not block based on bandwidth
Human Resources;Extended Protection;Block;false;;Do not block based on bandwidth
Human Resources;Facebook Apps;Permit;false;;Do not block based on bandwidth
Human Resources;Facebook Chat;Permit;false;;Do not block based on bandwidth
Human Resources;Facebook Commenting;Permit;false;;Do not block based on bandwidth
Human Resources;Facebook Events;Permit;false;;Do not block based on bandwidth
Human Resources;Facebook Friends;Permit;false;;Do not block based on bandwidth
Human Resources;Facebook Games;Permit;false;;Do not block based on bandwidth
Human Resources;Facebook Groups;Permit;false;;Do not block based on bandwidth
Human Resources;Facebook Mail;Permit;false;;Do not block based on bandwidth
Human Resources;Facebook Photo Upload;Permit;false;;Do not block based on bandwidth
Human Resources;Facebook Posting;Permit;false;;Do not block based on bandwidth
Human Resources;Facebook Questions;Permit;false;;Do not block based on bandwidth
Human Resources;Facebook Video Upload;Permit;false;;Do not block based on bandwidth
Human Resources;File Download Servers;Permit;false;;Do not block based on bandwidth
Human Resources;Files Containing Passwords;Block;false;;Do not block based on bandwidth
Human Resources;Financial Data and Services;Permit;false;;Do not block based on bandwidth
Human Resources;Gambling;Block;false;;Do not block based on bandwidth
Human Resources;Games;Block;false;;Do not block based on bandwidth
Human Resources;Gay or Lesbian or Bisexual Interest;Quota;false;;Do not block based on bandwidth
Human Resources;General Email;Block;false;;Do not block based on bandwidth
Human Resources;Government;Permit;false;;Do not block based on bandwidth
Human Resources;Hacking;Block;false;;Do not block based on bandwidth
