Name;Protocol;Action;Log Protocol;Bandwidth Optimizer
CallCentre - no internet access;RealTunnel;Block;true;Do not block based on bandwidth
CallCentre - no internet access;Remote Control PC;Block;false;Do not block based on bandwidth
CallCentre - no internet access;Revver;Block;true;Do not block based on bandwidth
CallCentre - no internet access;RTSP (QuickTime RealPlayer);Block;true;Do not block based on bandwidth
CallCentre - no internet access;ShareNow;Block;true;Do not block based on bandwidth
CallCentre - no internet access;SHOUTcast;Block;true;Do not block based on bandwidth
CallCentre - no internet access;SIMP (Jabber);Block;true;Do not block based on bandwidth
CallCentre - no internet access;Skype;Block;true;Do not block based on bandwidth
CallCentre - no internet access;Slingbox;Block;true;Do not block based on bandwidth
CallCentre - no internet access;SMTP;Block;false;Do not block based on bandwidth
CallCentre - no internet access;Social FM;Block;true;Do not block based on bandwidth
CallCentre - no internet access;SOCKS 5;Block;false;Do not block based on bandwidth
CallCentre - no internet access;SocksOnline;Block;true;Do not block based on bandwidth
CallCentre - no internet access;SoftEther PacketiX;Block;false;Do not block based on bandwidth
CallCentre - no internet access;Solid State Delivery Platform;Block;true;Do not block based on bandwidth
CallCentre - no internet access;SoonR;Block;false;Do not block based on bandwidth
CallCentre - no internet access;SoulSeek;Block;true;Do not block based on bandwidth
CallCentre - no internet access;Spotify;Block;true;Do not block based on bandwidth
CallCentre - no internet access;SQL Net;Block;false;Do not block based on bandwidth
CallCentre - no internet access;ssh;Block;false;Do not block based on bandwidth
CallCentre - no internet access;TeamViewer;Block;false;Do not block based on bandwidth
CallCentre - no internet access;Telnet;Block;false;Do not block based on bandwidth
CallCentre - no internet access;Tencent QQ (see the Knowledge Base);Block;true;Do not block based on bandwidth
CallCentre - no internet access;Terminal Services;Block;false;Do not block based on bandwidth
CallCentre - no internet access;TongTongTong;Block;true;Do not block based on bandwidth
CallCentre - no internet access;Toonel;Block;true;Do not block based on bandwidth
CallCentre - no internet access;Tor;Block;true;Do not block based on bandwidth
CallCentre - no internet access;TryFast Messenger;Block;true;Do not block based on bandwidth
CallCentre - no internet access;Vimeo;Block;true;Do not block based on bandwidth
CallCentre - no internet access;VNC;Block;false;Do not block based on bandwidth
CallCentre - no internet access;Voxox;Block;true;Do not block based on bandwidth
CallCentre - no internet access;Vyew;Block;false;Do not block based on bandwidth
CallCentre - no internet access;VZOchat;Block;true;Do not block based on bandwidth
CallCentre - no internet access;WAIS;Block;true;Do not block based on bandwidth
CallCentre - no internet access;WallCooler VPN;Block;false;Do not block based on bandwidth
CallCentre - no internet access;Wavago;Block;true;Do not block based on bandwidth
CallCentre - no internet access;WebEx (PCNow & Support Center);Block;false;Do not block based on bandwidth
CallCentre - no internet access;Wengo;Block;true;Do not block based on bandwidth
CallCentre - no internet access;Windows Media;Block;true;Do not block based on bandwidth
CallCentre - no internet access;Woize;Block;true;Do not block based on bandwidth
CallCentre - no internet access;Xfire;Block;true;Do not block based on bandwidth
CallCentre - no internet access;X-IM;Block;true;Do not block based on bandwidth
CallCentre - no internet access;Yahoo! Mail Chat;Block;true;Do not block based on bandwidth
CallCentre - no internet access;Yahoo! Messenger;Block;true;Do not block based on bandwidth
CallCentre - no internet access;Yahoo! Messenger attachments;Block;false;Do not block based on bandwidth
CallCentre - no internet access;Your Freedom;Block;true;Do not block based on bandwidth
CallCentre - no internet access;YouSendIt;Block;true;Do not block based on bandwidth
CallCentre - no internet access;Yuuguu;Block;false;Do not block based on bandwidth
CallCentre - no internet access;Zolved;Block;false;Do not block based on bandwidth
Default(Copy);Access Grid;Permit;false;Do not block based on bandwidth
Default(Copy);Adobe Updater (WSG Only);Permit;false;Do not block based on bandwidth
Default(Copy);AOL Instant Messenger or ICQ;Block;true;Do not block based on bandwidth
Default(Copy);AOL Instant Messenger or ICQ attachments;Block;false;Do not block based on bandwidth
Default(Copy);AOL Radio;Block;true;Do not block based on bandwidth
Default(Copy);Ares;Block;true;Do not block based on bandwidth
Default(Copy);Badongo Buddy;Block;false;Do not block based on bandwidth
Default(Copy);Baidu Hi;Block;false;Do not block based on bandwidth
Default(Copy);BBC iPlayer;Permit;false;Do not block based on bandwidth
Default(Copy);BeInSync;Block;false;Do not block based on bandwidth
Default(Copy);BitTorrent;Block;true;Do not block based on bandwidth
Default(Copy);Bot Networks;Block;false;Do not block based on bandwidth
Default(Copy);BoxCloud;Block;true;Do not block based on bandwidth
Default(Copy);Brosix;Block;false;Do not block based on bandwidth
Default(Copy);Camfrog;Block;true;Do not block based on bandwidth
Default(Copy);Chikka Messenger;Block;false;Do not block based on bandwidth
Default(Copy);Citrix;Block;false;Do not block based on bandwidth
Default(Copy);ClipMoon;Block;false;Do not block based on bandwidth
Default(Copy);ClubBox;Block;true;Do not block based on bandwidth
Default(Copy);Comodo EasyVPN;Block;false;Do not block based on bandwidth
Default(Copy);CrossLoop;Block;false;Do not block based on bandwidth
Default(Copy);Dailymotion;Block;false;Do not block based on bandwidth
Default(Copy);Damaka;Block;true;Do not block based on bandwidth
Default(Copy);daytime;Permit;false;Do not block based on bandwidth
Default(Copy);DirectConnect;Block;true;Do not block based on bandwidth
Default(Copy);eDonkey;Block;true;Do not block based on bandwidth
Default(Copy);Email Borne Worms;Permit;false;Do not block based on bandwidth
Default(Copy);Eyeball Chat;Block;true;Do not block based on bandwidth
Default(Copy);EZPeer;Block;true;Do not block based on bandwidth
Default(Copy);FastTrack (Kazaa iMesh);Block;true;Do not block based on bandwidth
Default(Copy);Finetune;Block;false;Do not block based on bandwidth
Default(Copy);finger;Permit;false;Do not block based on bandwidth
Default(Copy);FolderShare;Block;true;Do not block based on bandwidth
Default(Copy);FTP;Permit;true;Do not block based on bandwidth
Default(Copy);Gadu-Gadu;Block;true;Do not block based on bandwidth
Default(Copy);GhostSurf;Block;true;Do not block based on bandwidth
Default(Copy);GigaTribe;Block;true;Do not block based on bandwidth
Default(Copy);Gizmo Project;Block;true;Do not block based on bandwidth
Default(Copy);Globe7;Block;false;Do not block based on bandwidth
Default(Copy);Gmail Chat (WSG Only);Block;true;Do not block based on bandwidth
Default(Copy);Gnutella (Morpheus Xolox);Block;false;Do not block based on bandwidth
Default(Copy);Goober Messenger;Block;false;Do not block based on bandwidth
Default(Copy);Google Talk;Block;true;Do not block based on bandwidth
Default(Copy);Google Video;Block;false;Do not block based on bandwidth
Default(Copy);Google Wave (WSG Only);Block;false;Do not block based on bandwidth
Default(Copy);Google Web Accelerator;Block;true;Do not block based on bandwidth
Default(Copy);Gopher;Permit;true;Do not block based on bandwidth
Default(Copy);Hamachi;Block;true;Do not block based on bandwidth
Default(Copy);Hopster;Block;true;Do not block based on bandwidth
Default(Copy);Hotline Connect;Block;true;Do not block based on bandwidth
Default(Copy);HTTP;Permit;false;Do not block based on bandwidth
Default(Copy);HTTPS;Permit;true;Do not block based on bandwidth
Default(Copy);Hulu;Block;false;Do not block based on bandwidth
Default(Copy);ident;Permit;false;Do not block based on bandwidth
Default(Copy);IMAP;Permit;false;Do not block based on bandwidth
Default(Copy);IMVU;Block;true;Do not block based on bandwidth
Default(Copy);Instant Housecall;Block;false;Do not block based on bandwidth
Default(Copy);IRC;Block;true;Do not block based on bandwidth
Default(Copy);iSpQ;Block;false;Do not block based on bandwidth
Default(Copy);iTunes;Block;false;Do not block based on bandwidth
Default(Copy);JAP;Block;true;Do not block based on bandwidth
Default(Copy);JetCast;Block;false;Do not block based on bandwidth
Default(Copy);Joost;Block;false;Do not block based on bandwidth
Default(Copy);LDAP;Permit;false;Do not block based on bandwidth
Default(Copy);Liquid Audio;Block;false;Do not block based on bandwidth
Default(Copy);Live Mesh;Block;false;Do not block based on bandwidth
Default(Copy);LogMeIn;Block;false;Do not block based on bandwidth
Default(Copy);Lotus Notes;Permit;false;Do not block based on bandwidth
Default(Copy);Mail.Ru;Block;false;Do not block based on bandwidth
Default(Copy);Meetro;Block;true;Do not block based on bandwidth
Default(Copy);Metacafe;Block;false;Do not block based on bandwidth
Default(Copy);Microsoft HTTPMail;Permit;false;Do not block based on bandwidth
Default(Copy);Mikogo;Block;false;Do not block based on bandwidth
Default(Copy);MindSpring;Block;true;Do not block based on bandwidth
Default(Copy);MSC Messenger;Block;true;Do not block based on bandwidth
Default(Copy);MSN Messenger;Block;true;Do not block based on bandwidth
Default(Copy);MSN Messenger attachments;Block;false;Do not block based on bandwidth
Default(Copy);MyGreenPC;Permit;false;Do not block based on bandwidth
Default(Copy);MyIVO;Block;false;Do not block based on bandwidth
Default(Copy);MyPlay;Block;false;Do not block based on bandwidth
Default(Copy);MySpaceIM;Block;true;Do not block based on bandwidth
Default(Copy);MySpace Player;Permit;false;Do not block based on bandwidth
Default(Copy);NateOn;Block;true;Do not block based on bandwidth
Default(Copy);NateOn Messenger Attachments;Block;false;Do not block based on bandwidth
Default(Copy);NateOn Remote Access;Block;false;Do not block based on bandwidth
Default(Copy);Neos;Block;true;Do not block based on bandwidth
Default(Copy);Netease Popo;Block;true;Do not block based on bandwidth
Default(Copy);netFM Messenger;Block;false;Do not block based on bandwidth
Default(Copy);NetMeeting;Permit;false;Do not block based on bandwidth
Default(Copy);NFS;Permit;false;Do not block based on bandwidth
Default(Copy);Nimbuzz;Block;false;Do not block based on bandwidth
Default(Copy);NNTP;Permit;false;Do not block based on bandwidth
Default(Copy);NTP;Permit;false;Do not block based on bandwidth
Default(Copy);Octoshape;Block;false;Do not block based on bandwidth
Default(Copy);Onshare;Block;true;Do not block based on bandwidth
Default(Copy);OpenWindows;Permit;false;Do not block based on bandwidth
Default(Copy);Opera Unite;Block;false;Do not block based on bandwidth
Default(Copy);Orsiso;Block;false;Do not block based on bandwidth
Default(Copy);Other;Permit;false;Do not block based on bandwidth
Default(Copy);Palringo;Block;false;Do not block based on bandwidth
Default(Copy);Paltalk;Block;true;Do not block based on bandwidth
Default(Copy);Pando;Block;true;Do not block based on bandwidth
Default(Copy);Pandora;Block;false;Do not block based on bandwidth
Default(Copy);pcANYWHERE;Block;false;Do not block based on bandwidth
Default(Copy);pcTELECOMMUTE;Block;false;Do not block based on bandwidth
Default(Copy);PeerCast;Block;false;Do not block based on bandwidth
Default(Copy);POP3;Permit;false;Do not block based on bandwidth
Default(Copy);pptp;Block;false;Do not block based on bandwidth
Default(Copy);Project Neon;Block;true;Do not block based on bandwidth
Default(Copy);Qnext;Block;true;Do not block based on bandwidth
Default(Copy);Raketu;Block;true;Do not block based on bandwidth
Default(Copy);RealTunnel;Block;true;Do not block based on bandwidth
Default(Copy);Remote Control PC;Permit;false;Do not block based on bandwidth
Default(Copy);Revver;Block;false;Do not block based on bandwidth
Default(Copy);RTSP (QuickTime RealPlayer);Block;false;Do not block based on bandwidth
Default(Copy);ShareNow;Block;false;Do not block based on bandwidth
Default(Copy);SHOUTcast;Block;false;Do not block based on bandwidth
Default(Copy);SIMP (Jabber);Block;true;Do not block based on bandwidth
Default(Copy);Skype;Block;true;Do not block based on bandwidth
Default(Copy);Slingbox;Block;false;Do not block based on bandwidth
Default(Copy);SMTP;Permit;false;Do not block based on bandwidth
Default(Copy);Social FM;Block;false;Do not block based on bandwidth
Default(Copy);SOCKS 5;Permit;false;Do not block based on bandwidth
Default(Copy);SocksOnline;Block;true;Do not block based on bandwidth
Default(Copy);SoftEther PacketiX;Block;false;Do not block based on bandwidth
Default(Copy);Solid State Delivery Platform;Block;false;Do not block based on bandwidth
Default(Copy);SoonR;Block;false;Do not block based on bandwidth
Default(Copy);SoulSeek;Block;true;Do not block based on bandwidth
Default(Copy);Spotify;Block;false;Do not block based on bandwidth
Default(Copy);SQL Net;Permit;false;Do not block based on bandwidth
Default(Copy);ssh;Block;false;Do not block based on bandwidth
Default(Copy);TeamViewer;Block;false;Do not block based on bandwidth
Default(Copy);Telnet;Block;false;Do not block based on bandwidth
Default(Copy);Tencent QQ (see the Knowledge Base);Block;true;Do not block based on bandwidth
Default(Copy);Terminal Services;Block;false;Do not block based on bandwidth
Default(Copy);TongTongTong;Block;true;Do not block based on bandwidth
Default(Copy);Toonel;Block;true;Do not block based on bandwidth
Default(Copy);Tor;Block;true;Do not block based on bandwidth
Default(Copy);TryFast Messenger;Block;true;Do not block based on bandwidth
Default(Copy);Vimeo;Block;false;Do not block based on bandwidth
Default(Copy);VNC;Block;false;Do not block based on bandwidth
Default(Copy);Voxox;Block;false;Do not block based on bandwidth
Default(Copy);Vyew;Block;false;Do not block based on bandwidth
Default(Copy);VZOchat;Block;true;Do not block based on bandwidth
Default(Copy);WAIS;Permit;true;Do not block based on bandwidth
Default(Copy);WallCooler VPN;Block;false;Do not block based on bandwidth
Default(Copy);Wavago;Block;true;Do not block based on bandwidth
Default(Copy);WebEx (PCNow & Support Center);Block;false;Do not block based on bandwidth
Default(Copy);Wengo;Block;true;Do not block based on bandwidth
Default(Copy);Windows Media;Block;false;Do not block based on bandwidth
Default(Copy);Woize;Block;true;Do not block based on bandwidth
Default(Copy);Xfire;Block;true;Do not block based on bandwidth
Default(Copy);X-IM;Block;true;Do not block based on bandwidth
Default(Copy);Yahoo! Mail Chat;Block;true;Do not block based on bandwidth
Default(Copy);Yahoo! Messenger;Block;true;Do not block based on bandwidth
Default(Copy);Yahoo! Messenger attachments;Block;false;Do not block based on bandwidth
Default(Copy);Your Freedom;Block;true;Do not block based on bandwidth
Default(Copy);YouSendIt;Permit;false;Do not block based on bandwidth
Default(Copy);Yuuguu;Block;false;Do not block based on bandwidth
Default(Copy);Zolved;Block;false;Do not block based on bandwidth
Full Accesss;Access Grid;Block;false;Do not block based on bandwidth
Full Accesss;Adobe Updater (WSG Only);Permit;false;Do not block based on bandwidth
Full Accesss;AOL Instant Messenger or ICQ;Block;false;Do not block based on bandwidth
Full Accesss;AOL Instant Messenger or ICQ attachments;Block;false;Do not block based on bandwidth
Full Accesss;AOL Radio;Permit;false;Do not block based on bandwidth
Full Accesss;Ares;Block;false;Do not block based on bandwidth
Full Accesss;Badongo Buddy;Block;false;Do not block based on bandwidth
Full Accesss;Baidu Hi;Block;false;Do not block based on bandwidth
Full Accesss;BBC iPlayer;Permit;false;Do not block based on bandwidth
Full Accesss;BeInSync;Block;false;Do not block based on bandwidth
Full Accesss;BitTorrent;Block;false;Do not block based on bandwidth
Full Accesss;Bot Networks;Block;false;Do not block based on bandwidth
Full Accesss;BoxCloud;Block;false;Do not block based on bandwidth
Full Accesss;Brosix;Block;false;Do not block based on bandwidth
Full Accesss;Camfrog;Block;false;Do not block based on bandwidth
Full Accesss;Chikka Messenger;Block;false;Do not block based on bandwidth
Full Accesss;Citrix;Block;false;Do not block based on bandwidth
Full Accesss;ClipMoon;Permit;false;Do not block based on bandwidth
Full Accesss;ClubBox;Block;false;Do not block based on bandwidth
Full Accesss;Comodo EasyVPN;Block;false;Do not block based on bandwidth
Full Accesss;CrossLoop;Block;false;Do not block based on bandwidth
Full Accesss;Dailymotion;Permit;false;Do not block based on bandwidth
Full Accesss;Damaka;Block;false;Do not block based on bandwidth
Full Accesss;daytime;Permit;false;Do not block based on bandwidth
Full Accesss;DirectConnect;Block;false;Do not block based on bandwidth
Full Accesss;eDonkey;Block;false;Do not block based on bandwidth
Full Accesss;Email Borne Worms;Block;false;Do not block based on bandwidth
Full Accesss;Eyeball Chat;Block;false;Do not block based on bandwidth
Full Accesss;EZPeer;Block;false;Do not block based on bandwidth
Full Accesss;FastTrack (Kazaa iMesh);Block;false;Do not block based on bandwidth
Full Accesss;Finetune;Permit;false;Do not block based on bandwidth
Full Accesss;finger;Permit;false;Do not block based on bandwidth
Full Accesss;FolderShare;Block;false;Do not block based on bandwidth
Full Accesss;FTP;Permit;false;Do not block based on bandwidth
Full Accesss;Gadu-Gadu;Block;false;Do not block based on bandwidth
Full Accesss;GhostSurf;Block;false;Do not block based on bandwidth
Full Accesss;GigaTribe;Block;false;Do not block based on bandwidth
Full Accesss;Gizmo Project;Block;false;Do not block based on bandwidth
Full Accesss;Globe7;Block;false;Do not block based on bandwidth
Full Accesss;Gmail Chat (WSG Only);Block;false;Do not block based on bandwidth
Full Accesss;Gnutella (Morpheus Xolox);Block;false;Do not block based on bandwidth
Full Accesss;Goober Messenger;Block;false;Do not block based on bandwidth
Full Accesss;Google Talk;Block;false;Do not block based on bandwidth
Full Accesss;Google Video;Permit;false;Do not block based on bandwidth
Full Accesss;Google Wave (WSG Only);Block;false;Do not block based on bandwidth
Full Accesss;Google Web Accelerator;Block;false;Do not block based on bandwidth
Full Accesss;Gopher;Block;false;Do not block based on bandwidth
Full Accesss;Hamachi;Block;false;Do not block based on bandwidth
Full Accesss;Hopster;Block;false;Do not block based on bandwidth
Full Accesss;Hotline Connect;Block;false;Do not block based on bandwidth
Full Accesss;HTTP;Permit;false;Do not block based on bandwidth
Full Accesss;HTTPS;Permit;false;Do not block based on bandwidth
Full Accesss;Hulu;Permit;false;Do not block based on bandwidth
Full Accesss;ident;Permit;false;Do not block based on bandwidth
Full Accesss;IMAP;Permit;false;Do not block based on bandwidth
Full Accesss;IMVU;Block;false;Do not block based on bandwidth
Full Accesss;Instant Housecall;Block;false;Do not block based on bandwidth
Full Accesss;IRC;Block;false;Do not block based on bandwidth
Full Accesss;iSpQ;Block;false;Do not block based on bandwidth
Full Accesss;iTunes;Permit;false;Do not block based on bandwidth
Full Accesss;JAP;Block;false;Do not block based on bandwidth
Full Accesss;JetCast;Permit;false;Do not block based on bandwidth
Full Accesss;Joost;Permit;false;Do not block based on bandwidth
Full Accesss;LDAP;Permit;false;Do not block based on bandwidth
Full Accesss;Liquid Audio;Permit;false;Do not block based on bandwidth
Full Accesss;Live Mesh;Block;false;Do not block based on bandwidth
Full Accesss;LogMeIn;Block;false;Do not block based on bandwidth
Full Accesss;Lotus Notes;Permit;false;Do not block based on bandwidth
Full Accesss;Mail.Ru;Block;false;Do not block based on bandwidth
Full Accesss;Meetro;Block;false;Do not block based on bandwidth
Full Accesss;Metacafe;Permit;false;Do not block based on bandwidth
Full Accesss;Microsoft HTTPMail;Permit;false;Do not block based on bandwidth
Full Accesss;Mikogo;Block;false;Do not block based on bandwidth
Full Accesss;MindSpring;Block;false;Do not block based on bandwidth
Full Accesss;MSC Messenger;Block;false;Do not block based on bandwidth
Full Accesss;MSN Messenger;Block;false;Do not block based on bandwidth
Full Accesss;MSN Messenger attachments;Block;false;Do not block based on bandwidth
Full Accesss;MyGreenPC;Block;false;Do not block based on bandwidth
Full Accesss;MyIVO;Block;false;Do not block based on bandwidth
Full Accesss;MyPlay;Permit;false;Do not block based on bandwidth
Full Accesss;MySpaceIM;Block;false;Do not block based on bandwidth
Full Accesss;MySpace Player;Permit;false;Do not block based on bandwidth
Full Accesss;NateOn;Block;false;Do not block based on bandwidth
Full Accesss;NateOn Messenger Attachments;Block;false;Do not block based on bandwidth
Full Accesss;NateOn Remote Access;Block;false;Do not block based on bandwidth
Full Accesss;Neos;Block;false;Do not block based on bandwidth
Full Accesss;Netease Popo;Block;false;Do not block based on bandwidth
Full Accesss;netFM Messenger;Block;false;Do not block based on bandwidth
Full Accesss;NetMeeting;Permit;false;Do not block based on bandwidth
Full Accesss;NFS;Permit;false;Do not block based on bandwidth
Full Accesss;Nimbuzz;Block;false;Do not block based on bandwidth
Full Accesss;NNTP;Permit;false;Do not block based on bandwidth
Full Accesss;NTP;Permit;false;Do not block based on bandwidth
Full Accesss;Octoshape;Permit;false;Do not block based on bandwidth
Full Accesss;Onshare;Block;false;Do not block based on bandwidth
Full Accesss;OpenWindows;Permit;false;Do not block based on bandwidth
Full Accesss;Opera Unite;Block;false;Do not block based on bandwidth
Full Accesss;Orsiso;Block;false;Do not block based on bandwidth
Full Accesss;Other;Block;false;Do not block based on bandwidth
Full Accesss;Palringo;Block;false;Do not block based on bandwidth
Full Accesss;Paltalk;Block;false;Do not block based on bandwidth
Full Accesss;Pando;Block;false;Do not block based on bandwidth
Full Accesss;Pandora;Permit;false;Do not block based on bandwidth
Full Accesss;pcANYWHERE;Block;false;Do not block based on bandwidth
Full Accesss;pcTELECOMMUTE;Block;false;Do not block based on bandwidth
Full Accesss;PeerCast;Permit;false;Do not block based on bandwidth
Full Accesss;POP3;Permit;false;Do not block based on bandwidth
Full Accesss;pptp;Block;false;Do not block based on bandwidth
Full Accesss;Project Neon;Block;false;Do not block based on bandwidth
Full Accesss;Qnext;Block;false;Do not block based on bandwidth
Full Accesss;Raketu;Block;false;Do not block based on bandwidth
Full Accesss;RealTunnel;Block;false;Do not block based on bandwidth
Full Accesss;Remote Control PC;Block;false;Do not block based on bandwidth
Full Accesss;Revver;Permit;false;Do not block based on bandwidth
Full Accesss;RTSP (QuickTime RealPlayer);Permit;false;Do not block based on bandwidth
Full Accesss;ShareNow;Block;false;Do not block based on bandwidth
Full Accesss;SHOUTcast;Permit;false;Do not block based on bandwidth
Full Accesss;SIMP (Jabber);Block;false;Do not block based on bandwidth
Full Accesss;Skype;Block;false;Do not block based on bandwidth
Full Accesss;Slingbox;Permit;false;Do not block based on bandwidth
Full Accesss;SMTP;Permit;false;Do not block based on bandwidth
Full Accesss;Social FM;Permit;false;Do not block based on bandwidth
Full Accesss;SOCKS 5;Permit;false;Do not block based on bandwidth
Full Accesss;SocksOnline;Block;false;Do not block based on bandwidth
Full Accesss;SoftEther PacketiX;Block;false;Do not block based on bandwidth
Full Accesss;Solid State Delivery Platform;Block;false;Do not block based on bandwidth
Full Accesss;SoonR;Block;false;Do not block based on bandwidth
Full Accesss;SoulSeek;Block;false;Do not block based on bandwidth
Full Accesss;Spotify;Permit;false;Do not block based on bandwidth
Full Accesss;SQL Net;Block;false;Do not block based on bandwidth
Full Accesss;ssh;Block;false;Do not block based on bandwidth
Full Accesss;TeamViewer;Block;false;Do not block based on bandwidth
Full Accesss;Telnet;Block;false;Do not block based on bandwidth
Full Accesss;Tencent QQ (see the Knowledge Base);Block;false;Do not block based on bandwidth
Full Accesss;Terminal Services;Block;false;Do not block based on bandwidth
Full Accesss;TongTongTong;Block;false;Do not block based on bandwidth
Full Accesss;Toonel;Block;false;Do not block based on bandwidth
Full Accesss;Tor;Block;false;Do not block based on bandwidth
Full Accesss;TryFast Messenger;Block;false;Do not block based on bandwidth
Full Accesss;Vimeo;Permit;false;Do not block based on bandwidth
Full Accesss;VNC;Block;false;Do not block based on bandwidth
Full Accesss;Voxox;Block;false;Do not block based on bandwidth
Full Accesss;Vyew;Block;false;Do not block based on bandwidth
Full Accesss;VZOchat;Block;false;Do not block based on bandwidth
Full Accesss;WAIS;Block;false;Do not block based on bandwidth
Full Accesss;WallCooler VPN;Block;false;Do not block based on bandwidth
Full Accesss;Wavago;Block;false;Do not block based on bandwidth
Full Accesss;WebEx (PCNow & Support Center);Block;false;Do not block based on bandwidth
Full Accesss;Wengo;Block;false;Do not block based on bandwidth
Full Accesss;Windows Media;Permit;false;Do not block based on bandwidth
Full Accesss;Woize;Block;false;Do not block based on bandwidth
Full Accesss;Xfire;Block;false;Do not block based on bandwidth
Full Accesss;X-IM;Block;false;Do not block based on bandwidth
Full Accesss;Yahoo! Mail Chat;Block;false;Do not block based on bandwidth
Full Accesss;Yahoo! Messenger;Block;false;Do not block based on bandwidth
Full Accesss;Yahoo! Messenger attachments;Block;false;Do not block based on bandwidth
Full Accesss;Your Freedom;Block;false;Do not block based on bandwidth
Full Accesss;YouSendIt;Block;false;Do not block based on bandwidth
Full Accesss;Yuuguu;Block;false;Do not block based on bandwidth
Full Accesss;Zolved;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;Access Grid;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;Adobe Updater (WSG Only);Block;false;Do not block based on bandwidth
HTTPS and FTP Access;AOL Instant Messenger or ICQ;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;AOL Instant Messenger or ICQ attachments;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;AOL Radio;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Ares;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Badongo Buddy;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Baidu Hi;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;BBC iPlayer;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;BeInSync;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;BitTorrent;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Bot Networks;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;BoxCloud;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Brosix;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Camfrog;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Chikka Messenger;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Citrix;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;ClipMoon;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;ClubBox;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Comodo EasyVPN;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;CrossLoop;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;Dailymotion;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Damaka;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;daytime;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;DirectConnect;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;eDonkey;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Email Borne Worms;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;Eyeball Chat;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;EZPeer;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;FastTrack (Kazaa iMesh);Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Finetune;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;finger;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;FolderShare;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;FTP;Permit;true;Do not block based on bandwidth
HTTPS and FTP Access;Gadu-Gadu;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;GhostSurf;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;GigaTribe;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Gizmo Project;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Globe7;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Gmail Chat (WSG Only);Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Gnutella (Morpheus Xolox);Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Goober Messenger;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Google Talk;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Google Video;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Google Wave (WSG Only);Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Google Web Accelerator;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Gopher;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Hamachi;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Hopster;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Hotline Connect;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;HTTP;Permit;false;Do not block based on bandwidth
HTTPS and FTP Access;HTTPS;Permit;false;Do not block based on bandwidth
HTTPS and FTP Access;Hulu;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;ident;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;IMAP;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;IMVU;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Instant Housecall;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;IRC;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;iSpQ;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;iTunes;Block;true;Do not block based on bandwidth
