Name;Protocol;Action;Log Protocol;Bandwidth Optimizer
HTTPS and FTP Access;JAP;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;JetCast;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Joost;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;LDAP;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;Liquid Audio;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Live Mesh;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;LogMeIn;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;Lotus Notes;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;Mail.Ru;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Meetro;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Metacafe;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Microsoft HTTPMail;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;Mikogo;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;MindSpring;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;MSC Messenger;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;MSN Messenger;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;MSN Messenger attachments;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;MyGreenPC;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;MyIVO;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;MyPlay;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;MySpaceIM;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;MySpace Player;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;NateOn;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;NateOn Messenger Attachments;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;NateOn Remote Access;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;Neos;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Netease Popo;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;netFM Messenger;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;NetMeeting;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;NFS;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;Nimbuzz;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;NNTP;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;NTP;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;Octoshape;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Onshare;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;OpenWindows;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;Opera Unite;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Orsiso;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Other;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;Palringo;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Paltalk;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Pando;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Pandora;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;pcANYWHERE;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;pcTELECOMMUTE;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;PeerCast;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;POP3;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;pptp;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;Project Neon;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Qnext;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Raketu;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;RealTunnel;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Remote Control PC;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;Revver;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;RTSP (QuickTime RealPlayer);Block;true;Do not block based on bandwidth
HTTPS and FTP Access;ShareNow;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;SHOUTcast;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;SIMP (Jabber);Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Skype;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Slingbox;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;SMTP;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;Social FM;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;SOCKS 5;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;SocksOnline;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;SoftEther PacketiX;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;Solid State Delivery Platform;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;SoonR;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;SoulSeek;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Spotify;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;SQL Net;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;ssh;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;TeamViewer;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;Telnet;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;Tencent QQ (see the Knowledge Base);Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Terminal Services;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;TongTongTong;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Toonel;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Tor;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;TryFast Messenger;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Vimeo;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;VNC;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;Voxox;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Vyew;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;VZOchat;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;WAIS;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;WallCooler VPN;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;Wavago;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;WebEx (PCNow & Support Center);Block;false;Do not block based on bandwidth
HTTPS and FTP Access;Wengo;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Windows Media;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Woize;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Xfire;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;X-IM;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Yahoo! Mail Chat;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Yahoo! Messenger;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Yahoo! Messenger attachments;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;Your Freedom;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;YouSendIt;Block;true;Do not block based on bandwidth
HTTPS and FTP Access;Yuuguu;Block;false;Do not block based on bandwidth
HTTPS and FTP Access;Zolved;Block;false;Do not block based on bandwidth
Merchandising and Marketing;Access Grid;Block;false;Do not block based on bandwidth
Merchandising and Marketing;Adobe Updater (WSG Only);Block;false;Do not block based on bandwidth
Merchandising and Marketing;AOL Instant Messenger or ICQ;Block;true;Do not block based on bandwidth
Merchandising and Marketing;AOL Instant Messenger or ICQ attachments;Block;false;Do not block based on bandwidth
Merchandising and Marketing;AOL Radio;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Ares;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Badongo Buddy;Block;false;Do not block based on bandwidth
Merchandising and Marketing;Baidu Hi;Block;false;Do not block based on bandwidth
Merchandising and Marketing;BBC iPlayer;Block;true;Do not block based on bandwidth
Merchandising and Marketing;BeInSync;Block;false;Do not block based on bandwidth
Merchandising and Marketing;BitTorrent;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Bot Networks;Block;false;Do not block based on bandwidth
Merchandising and Marketing;BoxCloud;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Brosix;Block;false;Do not block based on bandwidth
Merchandising and Marketing;Camfrog;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Chikka Messenger;Block;false;Do not block based on bandwidth
Merchandising and Marketing;Citrix;Block;false;Do not block based on bandwidth
Merchandising and Marketing;ClipMoon;Block;true;Do not block based on bandwidth
Merchandising and Marketing;ClubBox;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Comodo EasyVPN;Block;false;Do not block based on bandwidth
Merchandising and Marketing;CrossLoop;Block;false;Do not block based on bandwidth
Merchandising and Marketing;Dailymotion;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Damaka;Block;true;Do not block based on bandwidth
Merchandising and Marketing;daytime;Block;false;Do not block based on bandwidth
Merchandising and Marketing;DirectConnect;Block;true;Do not block based on bandwidth
Merchandising and Marketing;eDonkey;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Email Borne Worms;Block;false;Do not block based on bandwidth
Merchandising and Marketing;Eyeball Chat;Block;true;Do not block based on bandwidth
Merchandising and Marketing;EZPeer;Block;true;Do not block based on bandwidth
Merchandising and Marketing;FastTrack (Kazaa iMesh);Block;true;Do not block based on bandwidth
Merchandising and Marketing;Finetune;Block;true;Do not block based on bandwidth
Merchandising and Marketing;finger;Block;false;Do not block based on bandwidth
Merchandising and Marketing;FolderShare;Block;true;Do not block based on bandwidth
Merchandising and Marketing;FTP;Permit;true;Do not block based on bandwidth
Merchandising and Marketing;Gadu-Gadu;Block;true;Do not block based on bandwidth
Merchandising and Marketing;GhostSurf;Block;true;Do not block based on bandwidth
Merchandising and Marketing;GigaTribe;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Gizmo Project;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Globe7;Block;false;Do not block based on bandwidth
Merchandising and Marketing;Gmail Chat (WSG Only);Block;true;Do not block based on bandwidth
Merchandising and Marketing;Gnutella (Morpheus Xolox);Block;false;Do not block based on bandwidth
Merchandising and Marketing;Goober Messenger;Block;false;Do not block based on bandwidth
Merchandising and Marketing;Google Talk;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Google Video;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Google Wave (WSG Only);Block;false;Do not block based on bandwidth
Merchandising and Marketing;Google Web Accelerator;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Gopher;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Hamachi;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Hopster;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Hotline Connect;Block;true;Do not block based on bandwidth
Merchandising and Marketing;HTTP;Permit;false;Do not block based on bandwidth
Merchandising and Marketing;HTTPS;Permit;true;Do not block based on bandwidth
Merchandising and Marketing;Hulu;Block;true;Do not block based on bandwidth
Merchandising and Marketing;ident;Block;false;Do not block based on bandwidth
Merchandising and Marketing;IMAP;Block;false;Do not block based on bandwidth
Merchandising and Marketing;IMVU;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Instant Housecall;Block;false;Do not block based on bandwidth
Merchandising and Marketing;IRC;Block;true;Do not block based on bandwidth
Merchandising and Marketing;iSpQ;Block;false;Do not block based on bandwidth
Merchandising and Marketing;iTunes;Block;true;Do not block based on bandwidth
Merchandising and Marketing;JAP;Block;true;Do not block based on bandwidth
Merchandising and Marketing;JetCast;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Joost;Block;true;Do not block based on bandwidth
Merchandising and Marketing;LDAP;Block;false;Do not block based on bandwidth
Merchandising and Marketing;Liquid Audio;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Live Mesh;Block;false;Do not block based on bandwidth
Merchandising and Marketing;LogMeIn;Block;false;Do not block based on bandwidth
Merchandising and Marketing;Lotus Notes;Block;false;Do not block based on bandwidth
Merchandising and Marketing;Mail.Ru;Block;false;Do not block based on bandwidth
Merchandising and Marketing;Meetro;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Metacafe;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Microsoft HTTPMail;Block;false;Do not block based on bandwidth
Merchandising and Marketing;Mikogo;Block;false;Do not block based on bandwidth
Merchandising and Marketing;MindSpring;Block;true;Do not block based on bandwidth
Merchandising and Marketing;MSC Messenger;Block;true;Do not block based on bandwidth
Merchandising and Marketing;MSN Messenger;Block;true;Do not block based on bandwidth
Merchandising and Marketing;MSN Messenger attachments;Block;false;Do not block based on bandwidth
Merchandising and Marketing;MyGreenPC;Block;false;Do not block based on bandwidth
Merchandising and Marketing;MyIVO;Block;false;Do not block based on bandwidth
Merchandising and Marketing;MyPlay;Block;true;Do not block based on bandwidth
Merchandising and Marketing;MySpaceIM;Block;true;Do not block based on bandwidth
Merchandising and Marketing;MySpace Player;Block;true;Do not block based on bandwidth
Merchandising and Marketing;NateOn;Block;true;Do not block based on bandwidth
Merchandising and Marketing;NateOn Messenger Attachments;Block;false;Do not block based on bandwidth
Merchandising and Marketing;NateOn Remote Access;Block;false;Do not block based on bandwidth
Merchandising and Marketing;Neos;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Netease Popo;Block;true;Do not block based on bandwidth
Merchandising and Marketing;netFM Messenger;Block;false;Do not block based on bandwidth
Merchandising and Marketing;NetMeeting;Block;false;Do not block based on bandwidth
Merchandising and Marketing;NFS;Block;false;Do not block based on bandwidth
Merchandising and Marketing;Nimbuzz;Block;false;Do not block based on bandwidth
Merchandising and Marketing;NNTP;Block;false;Do not block based on bandwidth
Merchandising and Marketing;NTP;Block;false;Do not block based on bandwidth
Merchandising and Marketing;Octoshape;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Onshare;Block;true;Do not block based on bandwidth
Merchandising and Marketing;OpenWindows;Block;false;Do not block based on bandwidth
Merchandising and Marketing;Opera Unite;Block;false;Do not block based on bandwidth
Merchandising and Marketing;Orsiso;Block;false;Do not block based on bandwidth
Merchandising and Marketing;Other;Block;false;Do not block based on bandwidth
Merchandising and Marketing;Palringo;Block;false;Do not block based on bandwidth
Merchandising and Marketing;Paltalk;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Pando;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Pandora;Block;true;Do not block based on bandwidth
Merchandising and Marketing;pcANYWHERE;Block;false;Do not block based on bandwidth
Merchandising and Marketing;pcTELECOMMUTE;Block;false;Do not block based on bandwidth
Merchandising and Marketing;PeerCast;Block;true;Do not block based on bandwidth
Merchandising and Marketing;POP3;Block;false;Do not block based on bandwidth
Merchandising and Marketing;pptp;Block;false;Do not block based on bandwidth
Merchandising and Marketing;Project Neon;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Qnext;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Raketu;Block;true;Do not block based on bandwidth
Merchandising and Marketing;RealTunnel;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Remote Control PC;Block;false;Do not block based on bandwidth
Merchandising and Marketing;Revver;Block;true;Do not block based on bandwidth
Merchandising and Marketing;RTSP (QuickTime RealPlayer);Block;true;Do not block based on bandwidth
Merchandising and Marketing;ShareNow;Block;false;Do not block based on bandwidth
Merchandising and Marketing;SHOUTcast;Block;true;Do not block based on bandwidth
Merchandising and Marketing;SIMP (Jabber);Block;true;Do not block based on bandwidth
Merchandising and Marketing;Skype;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Slingbox;Block;true;Do not block based on bandwidth
Merchandising and Marketing;SMTP;Block;false;Do not block based on bandwidth
Merchandising and Marketing;Social FM;Block;true;Do not block based on bandwidth
Merchandising and Marketing;SOCKS 5;Block;false;Do not block based on bandwidth
Merchandising and Marketing;SocksOnline;Block;true;Do not block based on bandwidth
Merchandising and Marketing;SoftEther PacketiX;Block;false;Do not block based on bandwidth
Merchandising and Marketing;Solid State Delivery Platform;Block;false;Do not block based on bandwidth
Merchandising and Marketing;SoonR;Block;false;Do not block based on bandwidth
Merchandising and Marketing;SoulSeek;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Spotify;Block;true;Do not block based on bandwidth
Merchandising and Marketing;SQL Net;Block;false;Do not block based on bandwidth
Merchandising and Marketing;ssh;Block;false;Do not block based on bandwidth
Merchandising and Marketing;TeamViewer;Block;false;Do not block based on bandwidth
Merchandising and Marketing;Telnet;Block;false;Do not block based on bandwidth
Merchandising and Marketing;Tencent QQ (see the Knowledge Base);Block;true;Do not block based on bandwidth
Merchandising and Marketing;Terminal Services;Block;false;Do not block based on bandwidth
Merchandising and Marketing;TongTongTong;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Toonel;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Tor;Block;true;Do not block based on bandwidth
Merchandising and Marketing;TryFast Messenger;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Vimeo;Block;true;Do not block based on bandwidth
Merchandising and Marketing;VNC;Block;false;Do not block based on bandwidth
Merchandising and Marketing;Voxox;Block;false;Do not block based on bandwidth
Merchandising and Marketing;Vyew;Block;false;Do not block based on bandwidth
Merchandising and Marketing;VZOchat;Block;true;Do not block based on bandwidth
Merchandising and Marketing;WAIS;Block;true;Do not block based on bandwidth
Merchandising and Marketing;WallCooler VPN;Block;false;Do not block based on bandwidth
Merchandising and Marketing;Wavago;Block;true;Do not block based on bandwidth
Merchandising and Marketing;WebEx (PCNow & Support Center);Block;false;Do not block based on bandwidth
Merchandising and Marketing;Wengo;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Windows Media;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Woize;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Xfire;Block;true;Do not block based on bandwidth
Merchandising and Marketing;X-IM;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Yahoo! Mail Chat;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Yahoo! Messenger;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Yahoo! Messenger attachments;Block;false;Do not block based on bandwidth
Merchandising and Marketing;Your Freedom;Block;true;Do not block based on bandwidth
Merchandising and Marketing;YouSendIt;Block;true;Do not block based on bandwidth
Merchandising and Marketing;Yuuguu;Block;false;Do not block based on bandwidth
Merchandising and Marketing;Zolved;Block;false;Do not block based on bandwidth
Merchandising no streaming media;Access Grid;Block;false;Do not block based on bandwidth
Merchandising no streaming media;Adobe Updater (WSG Only);Block;false;Do not block based on bandwidth
Merchandising no streaming media;AOL Instant Messenger or ICQ;Block;true;Do not block based on bandwidth
Merchandising no streaming media;AOL Instant Messenger or ICQ attachments;Block;false;Do not block based on bandwidth
Merchandising no streaming media;AOL Radio;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Ares;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Badongo Buddy;Block;false;Do not block based on bandwidth
Merchandising no streaming media;Baidu Hi;Block;false;Do not block based on bandwidth
Merchandising no streaming media;BBC iPlayer;Block;true;Do not block based on bandwidth
Merchandising no streaming media;BeInSync;Block;false;Do not block based on bandwidth
Merchandising no streaming media;BitTorrent;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Bot Networks;Block;false;Do not block based on bandwidth
Merchandising no streaming media;BoxCloud;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Brosix;Block;false;Do not block based on bandwidth
Merchandising no streaming media;Camfrog;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Chikka Messenger;Block;false;Do not block based on bandwidth
Merchandising no streaming media;Citrix;Block;false;Do not block based on bandwidth
Merchandising no streaming media;ClipMoon;Block;true;Do not block based on bandwidth
Merchandising no streaming media;ClubBox;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Comodo EasyVPN;Block;false;Do not block based on bandwidth
Merchandising no streaming media;CrossLoop;Block;false;Do not block based on bandwidth
Merchandising no streaming media;Dailymotion;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Damaka;Block;true;Do not block based on bandwidth
Merchandising no streaming media;daytime;Block;false;Do not block based on bandwidth
Merchandising no streaming media;DirectConnect;Block;true;Do not block based on bandwidth
Merchandising no streaming media;eDonkey;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Email Borne Worms;Block;false;Do not block based on bandwidth
Merchandising no streaming media;Eyeball Chat;Block;true;Do not block based on bandwidth
Merchandising no streaming media;EZPeer;Block;true;Do not block based on bandwidth
Merchandising no streaming media;FastTrack (Kazaa iMesh);Block;true;Do not block based on bandwidth
Merchandising no streaming media;Finetune;Block;true;Do not block based on bandwidth
Merchandising no streaming media;finger;Block;false;Do not block based on bandwidth
Merchandising no streaming media;FolderShare;Block;true;Do not block based on bandwidth
Merchandising no streaming media;FTP;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Gadu-Gadu;Block;true;Do not block based on bandwidth
Merchandising no streaming media;GhostSurf;Block;true;Do not block based on bandwidth
Merchandising no streaming media;GigaTribe;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Gizmo Project;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Globe7;Block;false;Do not block based on bandwidth
Merchandising no streaming media;Gmail Chat (WSG Only);Block;true;Do not block based on bandwidth
Merchandising no streaming media;Gnutella (Morpheus Xolox);Block;false;Do not block based on bandwidth
Merchandising no streaming media;Goober Messenger;Block;false;Do not block based on bandwidth
Merchandising no streaming media;Google Talk;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Google Video;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Google Wave (WSG Only);Block;false;Do not block based on bandwidth
Merchandising no streaming media;Google Web Accelerator;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Gopher;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Hamachi;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Hopster;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Hotline Connect;Block;true;Do not block based on bandwidth
Merchandising no streaming media;HTTP;Permit;false;Do not block based on bandwidth
Merchandising no streaming media;HTTPS;Permit;true;Do not block based on bandwidth
Merchandising no streaming media;Hulu;Block;true;Do not block based on bandwidth
Merchandising no streaming media;ident;Block;false;Do not block based on bandwidth
Merchandising no streaming media;IMAP;Block;false;Do not block based on bandwidth
Merchandising no streaming media;IMVU;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Instant Housecall;Block;false;Do not block based on bandwidth
Merchandising no streaming media;IRC;Block;true;Do not block based on bandwidth
Merchandising no streaming media;iSpQ;Block;false;Do not block based on bandwidth
Merchandising no streaming media;iTunes;Block;true;Do not block based on bandwidth
Merchandising no streaming media;JAP;Block;true;Do not block based on bandwidth
Merchandising no streaming media;JetCast;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Joost;Block;true;Do not block based on bandwidth
Merchandising no streaming media;LDAP;Block;false;Do not block based on bandwidth
Merchandising no streaming media;Liquid Audio;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Live Mesh;Block;false;Do not block based on bandwidth
Merchandising no streaming media;LogMeIn;Block;false;Do not block based on bandwidth
Merchandising no streaming media;Lotus Notes;Block;false;Do not block based on bandwidth
Merchandising no streaming media;Mail.Ru;Block;false;Do not block based on bandwidth
Merchandising no streaming media;Meetro;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Metacafe;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Microsoft HTTPMail;Block;false;Do not block based on bandwidth
Merchandising no streaming media;Mikogo;Block;false;Do not block based on bandwidth
Merchandising no streaming media;MindSpring;Block;true;Do not block based on bandwidth
Merchandising no streaming media;MSC Messenger;Block;true;Do not block based on bandwidth
Merchandising no streaming media;MSN Messenger;Block;true;Do not block based on bandwidth
Merchandising no streaming media;MSN Messenger attachments;Block;false;Do not block based on bandwidth
Merchandising no streaming media;MyGreenPC;Block;false;Do not block based on bandwidth
Merchandising no streaming media;MyIVO;Block;false;Do not block based on bandwidth
Merchandising no streaming media;MyPlay;Block;true;Do not block based on bandwidth
Merchandising no streaming media;MySpaceIM;Block;true;Do not block based on bandwidth
Merchandising no streaming media;MySpace Player;Block;true;Do not block based on bandwidth
Merchandising no streaming media;NateOn;Block;true;Do not block based on bandwidth
Merchandising no streaming media;NateOn Messenger Attachments;Block;false;Do not block based on bandwidth
Merchandising no streaming media;NateOn Remote Access;Block;false;Do not block based on bandwidth
Merchandising no streaming media;Neos;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Netease Popo;Block;true;Do not block based on bandwidth
Merchandising no streaming media;netFM Messenger;Block;false;Do not block based on bandwidth
Merchandising no streaming media;NetMeeting;Block;false;Do not block based on bandwidth
Merchandising no streaming media;NFS;Block;false;Do not block based on bandwidth
Merchandising no streaming media;Nimbuzz;Block;false;Do not block based on bandwidth
Merchandising no streaming media;NNTP;Block;false;Do not block based on bandwidth
Merchandising no streaming media;NTP;Block;false;Do not block based on bandwidth
Merchandising no streaming media;Octoshape;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Onshare;Block;true;Do not block based on bandwidth
Merchandising no streaming media;OpenWindows;Block;false;Do not block based on bandwidth
Merchandising no streaming media;Opera Unite;Block;false;Do not block based on bandwidth
Merchandising no streaming media;Orsiso;Block;false;Do not block based on bandwidth
Merchandising no streaming media;Other;Block;false;Do not block based on bandwidth
Merchandising no streaming media;Palringo;Block;false;Do not block based on bandwidth
Merchandising no streaming media;Paltalk;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Pando;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Pandora;Block;true;Do not block based on bandwidth
Merchandising no streaming media;pcANYWHERE;Block;false;Do not block based on bandwidth
Merchandising no streaming media;pcTELECOMMUTE;Block;false;Do not block based on bandwidth
Merchandising no streaming media;PeerCast;Block;true;Do not block based on bandwidth
Merchandising no streaming media;POP3;Block;false;Do not block based on bandwidth
Merchandising no streaming media;pptp;Block;false;Do not block based on bandwidth
Merchandising no streaming media;Project Neon;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Qnext;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Raketu;Block;true;Do not block based on bandwidth
Merchandising no streaming media;RealTunnel;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Remote Control PC;Block;false;Do not block based on bandwidth
Merchandising no streaming media;Revver;Block;true;Do not block based on bandwidth
Merchandising no streaming media;RTSP (QuickTime RealPlayer);Block;true;Do not block based on bandwidth
Merchandising no streaming media;ShareNow;Block;false;Do not block based on bandwidth
Merchandising no streaming media;SHOUTcast;Block;true;Do not block based on bandwidth
Merchandising no streaming media;SIMP (Jabber);Block;true;Do not block based on bandwidth
Merchandising no streaming media;Skype;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Slingbox;Block;true;Do not block based on bandwidth
Merchandising no streaming media;SMTP;Block;false;Do not block based on bandwidth
Merchandising no streaming media;Social FM;Block;true;Do not block based on bandwidth
Merchandising no streaming media;SOCKS 5;Block;false;Do not block based on bandwidth
Merchandising no streaming media;SocksOnline;Block;true;Do not block based on bandwidth
Merchandising no streaming media;SoftEther PacketiX;Block;false;Do not block based on bandwidth
Merchandising no streaming media;Solid State Delivery Platform;Block;false;Do not block based on bandwidth
Merchandising no streaming media;SoonR;Block;false;Do not block based on bandwidth
Merchandising no streaming media;SoulSeek;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Spotify;Block;true;Do not block based on bandwidth
Merchandising no streaming media;SQL Net;Block;false;Do not block based on bandwidth
Merchandising no streaming media;ssh;Block;false;Do not block based on bandwidth
Merchandising no streaming media;TeamViewer;Block;false;Do not block based on bandwidth
Merchandising no streaming media;Telnet;Block;false;Do not block based on bandwidth
Merchandising no streaming media;Tencent QQ (see the Knowledge Base);Block;true;Do not block based on bandwidth
Merchandising no streaming media;Terminal Services;Block;false;Do not block based on bandwidth
